income,expenses,total_savings,monthly_savings,membership_duration,loan_amount,duration,num_dependents,expected_return,guarantor_salary,collateral_value,collateral_type,collateral_type_score,has_guarantor,business_type,purpose,borrower_type,default_probability,defaulted
13138,8298,18813,3564,10,86683,13,3,69191,3248,51292,other,0.2,1,Construction,Working Capital,construction,1.0,1
6543,4523,13183,5346,32,140632,9,3,229037,0,85885,vehicle,0.8,0,Transport,Working Capital,transport_worker,1.0,1
8526,4877,7144,3528,14,116379,11,3,149966,4441,74129,livestock,0.4,1,Agriculture,Agricultural Input,farmer,1.0,1
41370,14755,490168,8789,34,708023,14,3,2072752,58440,1368947,savings,0.7,1,Technology,Vehicle Purchase,professional,1.0,1
7740,5631,10567,365,14,31186,5,4,29119,0,2689,other,0.2,0,Construction,Other,daily_laborer,1.0,1
15342,9619,122612,1273,35,180131,22,1,324425,0,71857,savings,0.7,0,Retail Trade,Working Capital,small_trader,1.0,1
21202,8944,98738,7385,14,206276,4,4,256998,0,176586,other,0.2,0,Retail Trade,Working Capital,small_trader,1.0,1
19410,7969,117829,8982,51,97197,17,4,257771,0,125033,savings,0.7,0,Services,Education,civil_servant,0.3945,0
25176,11466,197043,5094,22,120135,11,4,408688,31650,101011,equipment,0.5,1,Technology,Working Capital,micro_entrepreneur,0.5112,1
12540,6158,36007,2026,21,272928,24,0,866524,15860,447405,property,1.0,1,Manufacturing,Business Expansion,micro_entrepreneur,1.0,1
17359,12657,22494,3188,16,43531,8,2,44604,0,32222,equipment,0.5,0,Construction,Business Expansion,construction,1.0,1
42504,19436,200306,21293,41,572744,22,2,1766968,60511,650598,property,1.0,1,Other,Business Expansion,professional,1.0,1
11372,5957,35433,1050,29,51105,20,2,62653,7049,35182,savings,0.7,1,Transport,Working Capital,transport_worker,0.458,0
24458,11019,43899,4425,55,118637,10,2,352846,28668,147027,vehicle,0.8,1,Services,Construction Project,civil_servant,0.607,0
17394,7654,232183,8337,41,160378,31,2,475102,10893,184468,savings,0.7,1,Other,Construction Project,civil_servant,0.3095,1
8857,6039,54494,2591,23,140953,7,6,186425,5949,111699,equipment,0.5,1,Agriculture,Equipment Purchase,farmer,1.0,1
9357,5290,98719,5072,6,224057,9,4,411114,3940,290786,equipment,0.5,1,Food & Beverage,Working Capital,small_trader,1.0,1
9535,5402,21214,3981,12,71648,7,3,77145,7251,97461,other,0.2,1,Food & Beverage,Working Capital,small_trader,1.0,1
12366,7900,62638,3245,25,129457,15,7,217325,0,106739,equipment,0.5,0,Agriculture,Equipment Purchase,farmer,1.0,1
17279,9574,74042,3658,25,136188,18,1,176562,9265,59030,equipment,0.5,1,Food & Beverage,Business Expansion,small_trader,0.6645,1
9418,6302,91686,1550,19,114337,23,7,123768,0,40901,equipment,0.5,0,Agriculture,Equipment Purchase,farmer,1.0,1
7198,4368,79518,3346,28,182134,21,6,192618,0,0,none,0.0,0,Agriculture,Equipment Purchase,farmer,1.0,1
13035,7980,45828,894,34,197871,26,2,348417,5745,229248,vehicle,0.8,1,Transport,Equipment Purchase,transport_worker,1.0,1
11230,7392,28746,3164,23,80250,14,3,77859,2956,0,none,0.0,1,Agriculture,Working Capital,farmer,1.0,1
15209,4688,490913,6189,31,750358,19,3,2660521,0,1120821,vehicle,0.8,0,Other,Business Expansion,professional,1.0,1
30008,14193,215728,5440,37,223938,31,4,604369,37496,276760,property,1.0,1,Other,Education,civil_servant,0.3732,1
8053,5080,10935,735,6,158323,10,1,228122,3667,0,none,0.0,1,Construction,Equipment Purchase,construction,1.0,1
7173,4628,63426,6381,20,195747,7,1,471181,0,252734,other,0.2,0,Food & Beverage,Working Capital,small_trader,1.0,1
19480,12315,70275,1657,27,117672,10,4,244531,6467,50555,savings,0.7,1,Wholesale,Equipment Purchase,small_trader,1.0,1
8596,4524,45773,1732,13,122812,6,3,195720,2148,0,none,0.0,1,Agriculture,Equipment Purchase,farmer,1.0,1
19182,7773,15099,7298,9,270371,7,5,395985,0,277012,equipment,0.5,0,Retail Trade,Equipment Purchase,small_trader,1.0,1
9926,4630,23172,2214,34,81677,17,3,77792,3804,67771,equipment,0.5,1,Agriculture,Working Capital,farmer,1.0,1
21040,7925,51762,9143,35,191634,27,3,284774,13367,449428,vehicle,0.8,1,Services,Education,civil_servant,1.0,1
16086,8554,112791,1196,43,216837,7,2,357236,0,298388,equipment,0.5,0,Retail Trade,Equipment Purchase,small_trader,1.0,1
21919,11110,48113,3565,41,61617,12,3,65002,22884,47594,equipment,0.5,1,Retail Trade,Business Expansion,small_trader,0.452,1
5695,4970,25100,771,5,18024,7,7,26491,0,5288,other,0.2,0,Construction,Working Capital,daily_laborer,1.0,1
8473,4851,100383,7222,36,162339,23,2,365228,7488,172161,other,0.2,1,Retail Trade,Working Capital,small_trader,1.0,1
21898,11868,113235,7146,33,311430,23,4,575259,26539,512790,property,1.0,1,Services,Equipment Purchase,micro_entrepreneur,1.0,1
3891,3230,23688,1407,7,70171,8,5,97566,828,0,none,0.0,1,Construction,Medical Emergency,daily_laborer,1.0,1
23187,11632,160530,4050,40,67476,11,2,148357,25210,96603,equipment,0.5,1,Manufacturing,Equipment Purchase,micro_entrepreneur,0.32,0
3230,2077,21239,506,25,157047,20,4,164340,0,81788,livestock,0.4,0,Agriculture,Agricultural Input,farmer,1.0,1
26115,10488,212144,4615,46,382992,27,4,461040,34722,653993,property,1.0,1,Retail Trade,Vehicle Purchase,civil_servant,1.0,1
43786,16705,353642,11702,34,127183,12,0,251988,27098,219049,savings,0.7,1,Technology,Education,professional,0.2412,0
58938,20534,372961,6149,27,381520,18,1,722181,70568,936021,vehicle,0.8,1,Services,Education,professional,0.305,0
4082,2455,13515,4808,27,159750,18,5,214048,0,68739,other,0.2,0,Agriculture,Equipment Purchase,farmer,1.0,1
9515,5272,15646,3148,25,61428,23,2,73438,9440,19977,other,0.2,1,Retail Trade,Working Capital,small_trader,1.0,1
7312,4798,119048,3421,25,74582,16,5,87068,4473,17438,vehicle,0.8,1,Transport,Vehicle Purchase,transport_worker,1.0,1
16242,7505,184989,5787,17,559906,47,2,1207084,17433,1666862,property,1.0,1,Technology,Education,professional,1.0,1
7154,5903,2280,320,2,5938,5,4,4400,2231,0,none,0.0,1,Services,Medical Emergency,daily_laborer,1.0,1
41559,18133,470448,20164,42,137609,25,0,509570,53269,263589,vehicle,0.8,1,Services,Education,professional,0.0713,0
11249,5764,65823,4424,18,183092,23,2,197677,0,0,none,0.0,0,Agriculture,Equipment Purchase,farmer,1.0,1
3822,2207,48226,3905,25,94729,10,6,156249,2862,38725,livestock,0.4,1,Agriculture,Working Capital,farmer,1.0,1
15626,8439,187038,6084,39,221178,28,1,405970,0,484755,vehicle,0.8,0,Services,Working Capital,civil_servant,1.0,1
40576,17711,88428,16783,25,430252,39,2,773273,59736,826567,savings,0.7,1,Services,Business Expansion,professional,1.0,1
9515,5708,91635,3594,6,62683,11,2,98124,4207,50398,vehicle,0.8,1,Transport,Working Capital,transport_worker,1.0,1
23951,14172,47560,5053,36,283558,21,4,613046,19099,409828,equipment,0.5,1,Retail Trade,Working Capital,small_trader,1.0,1
4799,4156,3720,1014,6,41737,8,5,36802,1666,0,none,0.0,1,Construction,Other,daily_laborer,1.0,1
13568,7453,30526,1933,27,115451,22,5,160664,0,0,none,0.0,0,Agriculture,Working Capital,farmer,1.0,1
9541,4352,282883,1913,17,197313,34,1,416926,6185,288036,property,1.0,1,Other,Construction Project,civil_servant,1.0,1
10820,6796,70362,1800,13,191624,22,4,347880,4919,133221,livestock,0.4,1,Agriculture,Working Capital,farmer,1.0,1
36905,14473,245033,13911,59,273765,34,0,729998,40683,746045,property,1.0,1,Technology,Construction Project,professional,0.305,1
20081,8933,189534,7138,52,48313,30,4,82752,18846,62497,savings,0.7,1,Retail Trade,Vehicle Purchase,civil_servant,0.1395,0
7360,4336,23334,997,22,298201,6,5,375761,0,101079,other,0.2,0,Retail Trade,Working Capital,small_trader,1.0,1
19700,12147,82923,5618,40,92989,9,1,227324,0,57210,savings,0.7,0,Food & Beverage,Business Expansion,small_trader,1.0,1
17911,5890,447375,12023,41,446174,25,1,1288846,16989,746374,property,1.0,1,Services,Education,professional,1.0,1
17430,7141,36148,6784,38,118179,10,4,118221,8495,37651,other,0.2,1,Retail Trade,Equipment Purchase,small_trader,1.0,1
16818,10886,33356,1136,38,90724,20,5,219416,15065,95868,equipment,0.5,1,Retail Trade,Business Expansion,small_trader,0.622,1
28407,14079,141363,5440,48,576732,41,1,2207164,17818,1449258,property,1.0,1,Technology,Vehicle Purchase,professional,1.0,1
5136,4202,3143,1241,11,21263,8,6,12010,1316,0,none,0.0,1,Other,Medical Emergency,daily_laborer,1.0,1
17100,12487,8781,940,5,67026,6,6,53123,4110,31276,equipment,0.5,1,Construction,Business Expansion,construction,1.0,1
20098,12838,43621,3129,13,181542,6,3,371347,13019,217308,equipment,0.5,1,Food & Beverage,Business Expansion,small_trader,1.0,1
28004,11572,57510,5282,24,341803,15,3,958883,39484,231940,vehicle,0.8,1,Retail Trade,Construction Project,civil_servant,1.0,1
7877,3356,69212,6528,11,56489,16,2,64759,8911,28127,equipment,0.5,1,Retail Trade,Working Capital,small_trader,0.6008,1
28911,12649,306108,11240,43,172674,14,3,502458,25341,269536,savings,0.7,1,Other,Education,professional,0.475,0
58250,19707,474520,11831,37,142054,31,2,567399,0,382634,savings,0.7,0,Services,Business Expansion,professional,0.1562,0
5364,4710,17517,392,6,55335,4,6,82960,0,0,none,0.0,0,Services,Other,daily_laborer,1.0,1
17783,9496,43397,5387,21,154179,17,3,184718,17747,58248,savings,0.7,1,Transport,Equipment Purchase,transport_worker,1.0,1
14394,7494,44252,3570,14,129006,16,5,189052,0,84212,equipment,0.5,0,Construction,Working Capital,construction,1.0,1
6729,4683,84017,2508,22,170203,14,3,305366,1963,104420,equipment,0.5,1,Agriculture,Working Capital,farmer,1.0,1
13960,6662,60223,8495,32,321804,12,0,422654,18126,344843,vehicle,0.8,1,Retail Trade,Equipment Purchase,micro_entrepreneur,1.0,1
10744,5718,36469,1207,10,335133,10,4,485754,9218,210493,property,1.0,1,Manufacturing,Equipment Purchase,micro_entrepreneur,1.0,1
7765,3753,153484,4934,36,209432,34,3,279112,4105,231028,equipment,0.5,1,Services,Equipment Purchase,micro_entrepreneur,1.0,1
10657,5844,173161,3274,21,199564,12,4,599091,8711,217667,property,1.0,1,Retail Trade,Working Capital,micro_entrepreneur,1.0,1
21573,12854,48789,7574,11,265037,23,2,552098,14343,213934,equipment,0.5,1,Wholesale,Business Expansion,small_trader,1.0,1
3313,2060,62392,4698,13,26033,10,2,21947,0,24199,livestock,0.4,0,Agriculture,Agricultural Input,farmer,1.0,1
5590,3826,8499,609,15,21210,4,4,30264,0,1403,other,0.2,0,Services,Other,daily_laborer,1.0,1
26716,13739,41119,8539,57,75961,32,2,175461,21341,132978,savings,0.7,1,Retail Trade,Construction Project,civil_servant,0.1395,0
15973,9534,33151,3455,34,114279,22,5,209121,0,77675,vehicle,0.8,0,Transport,Vehicle Purchase,transport_worker,1.0,1
2749,1904,25712,1315,12,68100,8,3,63213,0,6356,other,0.2,0,Construction,Working Capital,daily_laborer,1.0,1
9999,5845,48175,1283,6,55886,15,4,74785,0,44438,other,0.2,0,Agriculture,Working Capital,farmer,0.76,1
14641,7512,33290,1381,34,199633,19,3,623033,14304,348040,property,1.0,1,Manufacturing,Working Capital,micro_entrepreneur,1.0,1
6114,5357,18621,734,10,24197,9,3,25582,0,6484,other,0.2,0,Other,Other,daily_laborer,1.0,1
9575,5281,46318,709,9,53459,8,1,39293,0,0,none,0.0,0,Construction,Working Capital,construction,1.0,1
19354,10568,36340,5669,16,185220,20,2,306272,0,0,none,0.0,0,Transport,Working Capital,transport_worker,1.0,1
16594,8071,124207,4160,9,66494,4,3,77100,19032,29136,equipment,0.5,1,Retail Trade,Equipment Purchase,small_trader,1.0,1
6617,4701,29563,1364,9,55364,11,6,57395,0,0,none,0.0,0,Other,Other,daily_laborer,1.0,1
17467,10674,62291,5092,33,247517,15,5,286111,6328,0,none,0.0,1,Transport,Vehicle Purchase,transport_worker,1.0,1
13981,7611,89926,3193,19,49854,10,1,107180,0,48735,savings,0.7,0,Retail Trade,Equipment Purchase,small_trader,0.6008,1
3317,1770,97721,4405,15,121681,21,4,99966,1679,60020,equipment,0.5,1,Agriculture,Agricultural Input,farmer,1.0,1
6659,5907,15470,673,16,17671,11,4,18720,0,0,none,0.0,0,Other,Medical Emergency,daily_laborer,1.0,1
9770,6485,87594,5898,26,116198,22,5,198715,0,66642,savings,0.7,0,Transport,Vehicle Purchase,transport_worker,1.0,1
8119,5458,85296,2769,26,177836,14,3,303103,3516,0,none,0.0,1,Agriculture,Working Capital,farmer,1.0,1
13755,6295,50767,6360,9,251722,11,4,285573,5236,334618,equipment,0.5,1,Food & Beverage,Working Capital,small_trader,1.0,1
22780,12354,98441,4534,8,85200,13,2,108429,13452,71176,savings,0.7,1,Food & Beverage,Equipment Purchase,small_trader,0.6008,0
19253,8630,75983,4202,21,164842,11,2,266804,15752,60478,other,0.2,1,Retail Trade,Equipment Purchase,small_trader,1.0,1
22201,13251,146711,5439,42,58953,19,1,90210,0,76098,vehicle,0.8,0,Services,Equipment Purchase,micro_entrepreneur,0.405,0
54226,21838,314646,11168,44,373836,39,3,1188657,70713,694276,property,1.0,1,Services,Business Expansion,professional,0.135,0
13214,8195,90238,4486,35,143040,15,2,235509,4886,138538,livestock,0.4,1,Agriculture,Agricultural Input,farmer,1.0,1
3429,2705,11272,1272,9,7832,11,2,9366,0,0,none,0.0,0,Services,Other,daily_laborer,1.0,1
3167,1945,39683,3174,26,75070,7,2,113109,2043,9780,other,0.2,1,Agriculture,Agricultural Input,farmer,1.0,1
6557,4189,44574,6989,13,259104,3,4,558152,0,82202,other,0.2,0,Food & Beverage,Equipment Purchase,small_trader,1.0,1
16556,7896,76808,6510,47,281096,22,3,478758,0,206768,equipment,0.5,0,Retail Trade,Equipment Purchase,small_trader,1.0,1
32139,11921,77193,13266,59,274202,38,2,634246,25527,641113,vehicle,0.8,1,Services,Vehicle Purchase,professional,1.0,1
12279,7032,119411,3641,19,134065,25,2,186237,0,0,none,0.0,0,Transport,Vehicle Purchase,transport_worker,1.0,1
12707,6203,134418,11335,18,156194,9,4,434096,14739,384914,savings,0.7,1,Services,Vehicle Purchase,civil_servant,1.0,1
9686,5101,151046,6859,42,372761,6,2,908753,11550,657956,savings,0.7,1,Services,Education,civil_servant,1.0,1
9801,4273,26198,996,27,81112,23,4,97888,10859,104215,other,0.2,1,Wholesale,Equipment Purchase,small_trader,1.0,1
6531,2947,35415,3155,16,345708,15,0,864352,0,302055,vehicle,0.8,0,Manufacturing,Business Expansion,micro_entrepreneur,1.0,1
7296,6237,14514,847,5,21421,10,7,27362,0,0,none,0.0,0,Construction,Working Capital,daily_laborer,1.0,1
18186,9536,187128,9009,39,121283,22,1,276114,20886,129525,equipment,0.5,1,Retail Trade,Working Capital,micro_entrepreneur,0.49,1
34447,13055,225792,3507,28,144218,34,4,220571,42025,144496,vehicle,0.8,1,Other,Vehicle Purchase,civil_servant,0.1395,0
12526,8374,85845,3952,14,164259,15,2,221474,0,120657,equipment,0.5,0,Agriculture,Agricultural Input,farmer,1.0,1
7724,3914,21275,3437,24,132274,7,7,167606,3687,0,none,0.0,1,Agriculture,Agricultural Input,farmer,1.0,1
9749,5787,159066,7630,35,162584,33,0,498672,6742,85232,property,1.0,1,Services,Equipment Purchase,micro_entrepreneur,1.0,1
13436,7946,48232,6964,34,106963,15,5,318318,11831,81370,vehicle,0.8,1,Technology,Working Capital,micro_entrepreneur,1.0,1
11544,6305,43217,3981,34,34064,13,4,42633,2670,6722,other,0.2,1,Agriculture,Agricultural Input,farmer,0.4412,1
22131,8253,262237,9089,15,291898,22,0,591076,14734,533699,savings,0.7,1,Services,Vehicle Purchase,civil_servant,1.0,1
47596,15627,260479,10853,38,579857,36,2,1542905,65478,794754,savings,0.7,1,Technology,Construction Project,professional,0.4325,1
19779,13218,96368,2316,21,51533,18,1,80032,11336,55432,savings,0.7,1,Transport,Vehicle Purchase,transport_worker,0.3518,0
25489,9000,105838,3683,14,207326,11,3,565226,37767,259351,savings,0.7,1,Services,Vehicle Purchase,civil_servant,1.0,1
9094,4598,117716,5892,16,25870,23,5,29104,7962,0,none,0.0,1,Transport,Working Capital,transport_worker,1.0,1
7987,4489,34134,7081,31,64017,23,4,71017,4216,28381,other,0.2,1,Retail Trade,Equipment Purchase,small_trader,0.6645,1
24737,14561,44804,4676,47,260108,5,5,394940,16403,116074,other,0.2,1,Wholesale,Equipment Purchase,small_trader,1.0,1
15113,6279,19961,4931,29,265849,14,6,285267,5133,367753,equipment,0.5,1,Retail Trade,Business Expansion,small_trader,1.0,1
19937,10356,103830,3139,30,207939,27,2,405439,7125,0,none,0.0,1,Transport,Working Capital,transport_worker,1.0,1
19387,13103,72964,2945,28,190158,18,1,366259,10746,0,none,0.0,1,Transport,Working Capital,transport_worker,1.0,1
9946,5452,59884,2720,26,133411,13,4,129266,5493,0,none,0.0,1,Agriculture,Equipment Purchase,farmer,1.0,1
3546,2916,9961,1281,4,6406,5,3,6459,1437,0,none,0.0,1,Construction,Working Capital,daily_laborer,1.0,1
18391,11326,35647,2200,32,88599,23,5,177181,16158,50915,vehicle,0.8,1,Transport,Equipment Purchase,transport_worker,0.458,1
47000,19141,454130,20832,27,429353,39,0,677945,34018,834506,vehicle,0.8,1,Technology,Business Expansion,professional,0.2412,1
13119,7090,5982,3243,27,133652,23,7,178906,6371,61105,other,0.2,1,Agriculture,Working Capital,farmer,1.0,1
18677,9814,118912,6857,30,193301,8,6,200319,17736,63719,other,0.2,1,Wholesale,Working Capital,small_trader,1.0,1
17697,11431,91918,1578,18,218220,18,4,346518,0,0,none,0.0,0,Transport,Equipment Purchase,transport_worker,1.0,1
14987,7231,114161,6960,38,98396,35,3,284472,0,192319,savings,0.7,0,Other,Education,civil_servant,0.3308,0
6137,4639,7650,702,15,11517,6,8,5929,0,0,none,0.0,0,Services,Working Capital,daily_laborer,1.0,1
9535,6034,137177,6425,6,111561,16,2,263772,3477,150316,savings,0.7,1,Food & Beverage,Working Capital,small_trader,1.0,1
13302,6724,119908,2209,40,201649,11,3,279277,0,220393,equipment,0.5,0,Wholesale,Working Capital,small_trader,1.0,1
8380,3266,222062,9796,41,372731,25,4,1017581,4989,418191,vehicle,0.8,1,Services,Construction Project,civil_servant,1.0,1
14517,7375,93332,1047,16,43832,26,3,74117,0,0,none,0.0,0,Transport,Working Capital,transport_worker,1.0,1
3749,2456,13772,3467,7,137842,21,4,196638,1425,90418,equipment,0.5,1,Agriculture,Equipment Purchase,farmer,1.0,1
6951,5469,20406,789,12,8239,9,2,7870,2984,0,none,0.0,1,Construction,Other,daily_laborer,1.0,1
22137,10836,245047,6323,52,314499,7,0,728835,15698,308300,vehicle,0.8,1,Other,Construction Project,civil_servant,1.0,1
3579,2114,66543,1284,10,181832,23,7,317790,0,173684,equipment,0.5,0,Agriculture,Working Capital,farmer,1.0,1
27080,12820,72114,6524,49,142340,15,0,215451,0,202004,property,1.0,0,Other,Vehicle Purchase,civil_servant,0.6282,0
15634,5611,39797,4395,25,321236,35,1,633476,12009,473868,property,1.0,1,Other,Education,civil_servant,1.0,1
14494,9619,26897,1839,12,103456,6,6,147713,0,65316,equipment,0.5,0,Agriculture,Agricultural Input,farmer,1.0,1
15158,8226,147911,4528,44,207001,19,3,703010,0,238661,equipment,0.5,0,Technology,Working Capital,micro_entrepreneur,1.0,1
15043,8186,116238,3080,21,224560,31,4,565325,10959,103924,vehicle,0.8,1,Retail Trade,Business Expansion,micro_entrepreneur,1.0,1
6576,4856,60362,3017,4,180630,9,4,317124,2900,76706,other,0.2,1,Construction,Working Capital,construction,1.0,1
2913,1926,9479,1313,6,16750,8,8,12266,1423,0,none,0.0,1,Other,Other,daily_laborer,1.0,1
5641,2936,47141,1104,32,143933,7,5,228045,0,77868,equipment,0.5,0,Agriculture,Agricultural Input,farmer,1.0,1
4002,3456,5345,1424,9,93009,6,7,91416,0,2646,other,0.2,0,Other,Medical Emergency,daily_laborer,1.0,1
21944,10304,133387,7949,42,29300,26,0,83655,11707,50955,equipment,0.5,1,Services,Equipment Purchase,micro_entrepreneur,0.0862,0
5065,3921,2751,949,14,76155,4,8,64163,0,0,none,0.0,0,Construction,Working Capital,daily_laborer,1.0,1
22354,12896,24869,6386,39,234974,5,4,529040,19711,297977,savings,0.7,1,Retail Trade,Equipment Purchase,small_trader,1.0,1
20667,12964,61832,6209,43,256914,6,6,402074,7361,159517,other,0.2,1,Food & Beverage,Working Capital,small_trader,1.0,1
24408,10448,47590,4345,41,65829,8,1,135540,15860,30068,equipment,0.5,1,Food & Beverage,Business Expansion,small_trader,0.4308,1
11126,5357,19928,3318,42,85260,17,4,195691,13126,39825,equipment,0.5,1,Wholesale,Business Expansion,small_trader,1.0,1
4889,3550,23617,1396,13,97430,3,2,135803,0,0,none,0.0,0,Other,Working Capital,daily_laborer,1.0,1
10075,5519,128234,8090,18,273180,26,1,682970,8133,474154,property,1.0,1,Technology,Working Capital,micro_entrepreneur,1.0,1
12972,9549,13430,1971,7,180409,17,3,146927,0,30390,equipment,0.5,0,Construction,Business Expansion,construction,1.0,1
16314,6588,119280,3403,23,246623,10,1,311894,0,305027,savings,0.7,0,Retail Trade,Equipment Purchase,small_trader,1.0,1
11756,5443,89003,4354,19,121313,23,5,228843,3698,24519,equipment,0.5,1,Agriculture,Working Capital,farmer,0.675,0
8956,4715,93084,3066,18,133723,19,7,187139,4159,0,none,0.0,1,Agriculture,Working Capital,farmer,1.0,1
9591,4962,66521,9488,43,52268,21,1,115183,0,49880,vehicle,0.8,0,Services,Working Capital,micro_entrepreneur,0.405,0
7760,6115,25540,547,8,49689,5,4,54584,0,14422,other,0.2,0,Construction,Other,daily_laborer,1.0,1
37091,12539,206790,18794,22,248050,38,0,524556,46291,576849,property,1.0,1,Services,Vehicle Purchase,professional,0.1562,0
14233,10142,8611,2168,17,115445,12,5,128348,0,0,none,0.0,0,Construction,Equipment Purchase,construction,1.0,1
27257,11647,208870,5143,30,88711,13,3,175620,36867,156555,property,1.0,1,Retail Trade,Education,civil_servant,0.2458,0
6034,2776,43274,4695,6,121698,15,7,109625,0,68519,other,0.2,0,Agriculture,Agricultural Input,farmer,1.0,1
20967,10950,89121,9875,40,166368,27,1,252941,15991,283435,property,1.0,1,Services,Working Capital,micro_entrepreneur,0.49,0
8053,5380,24376,5402,18,146455,27,2,173084,3793,55630,vehicle,0.8,1,Transport,Equipment Purchase,transport_worker,1.0,1
4148,2967,38845,314,11,49558,12,5,61267,2190,18215,other,0.2,1,Construction,Working Capital,construction,1.0,1
25919,13927,227794,3756,13,127037,23,0,265946,21622,184009,savings,0.7,1,Services,Working Capital,civil_servant,0.3308,0
23809,15195,43506,5293,25,265191,8,1,329855,13908,88506,savings,0.7,1,Retail Trade,Working Capital,small_trader,1.0,1
10848,6010,22067,3538,22,173147,8,6,278458,6692,160370,other,0.2,1,Agriculture,Working Capital,farmer,1.0,1
14629,7998,68748,1722,8,151821,29,2,205768,7117,0,none,0.0,1,Transport,Vehicle Purchase,transport_worker,1.0,1
26156,14265,57511,1587,32,64271,28,4,127336,24440,88486,property,1.0,1,Other,Education,civil_servant,0.2033,0
8910,4933,13734,3555,12,130663,10,6,170074,5901,50283,other,0.2,1,Construction,Equipment Purchase,construction,1.0,1
26036,12863,25526,1472,25,327843,14,2,499716,26736,353328,vehicle,0.8,1,Manufacturing,Working Capital,micro_entrepreneur,1.0,1
7912,4133,6378,3001,18,81183,9,4,160850,4429,0,none,0.0,1,Agriculture,Working Capital,farmer,1.0,1
21398,10301,20623,4902,30,309896,33,3,916786,22927,306559,vehicle,0.8,1,Manufacturing,Working Capital,micro_entrepreneur,1.0,1
4288,2085,8176,2510,34,31978,23,6,50045,0,21689,livestock,0.4,0,Agriculture,Equipment Purchase,farmer,1.0,1
24649,12553,160011,2731,18,283659,18,1,591392,26669,476696,property,1.0,1,Other,Education,civil_servant,1.0,1
2905,1979,12689,1495,3,18820,11,8,10016,0,1321,other,0.2,0,Other,Other,daily_laborer,1.0,1
47638,19042,323820,22751,31,338843,12,2,533484,63063,766411,vehicle,0.8,1,Services,Education,professional,1.0,1
18888,11072,25822,6294,30,239614,31,4,728096,14142,256559,vehicle,0.8,1,Manufacturing,Business Expansion,micro_entrepreneur,1.0,1
14567,7122,26601,1360,6,124781,18,5,110504,4752,51555,other,0.2,1,Agriculture,Equipment Purchase,farmer,1.0,1
3719,2632,25211,686,8,47141,6,4,37068,0,0,none,0.0,0,Other,Medical Emergency,daily_laborer,1.0,1
9626,5922,35675,2561,24,86933,9,7,122902,0,41543,other,0.2,0,Agriculture,Equipment Purchase,farmer,1.0,1
13572,7397,117120,2646,33,71877,10,4,127896,6254,35241,vehicle,0.8,1,Transport,Vehicle Purchase,transport_worker,1.0,1
4151,2872,3666,905,17,83180,6,5,64841,1215,3378,other,0.2,1,Other,Other,daily_laborer,1.0,1
13245,7000,26830,779,20,153177,6,3,270093,0,12741,equipment,0.5,0,Construction,Working Capital,construction,1.0,1
9171,4347,137512,4741,36,117036,11,1,147107,0,90151,savings,0.7,0,Food & Beverage,Working Capital,small_trader,1.0,1
13561,9112,95978,4378,6,82245,20,4,125165,0,0,none,0.0,0,Agriculture,Working Capital,farmer,1.0,1
20703,10803,142352,1212,45,34142,14,6,47596,12254,21673,equipment,0.5,1,Retail Trade,Business Expansion,small_trader,0.2182,0
7583,4482,15880,4985,18,76163,18,4,137088,4790,0,none,0.0,1,Agriculture,Equipment Purchase,farmer,1.0,1
9254,4363,76041,2183,57,387283,30,1,532827,8700,666124,vehicle,0.8,1,Other,Construction Project,civil_servant,1.0,1
15417,7126,133390,11702,52,297039,13,1,378065,9418,268356,property,1.0,1,Other,Working Capital,civil_servant,1.0,1
21321,8629,113028,2300,11,198776,9,1,239812,23728,264557,savings,0.7,1,Retail Trade,Business Expansion,small_trader,1.0,1
6993,4496,57304,2792,8,159234,6,1,172735,0,66694,equipment,0.5,0,Construction,Equipment Purchase,construction,1.0,1
7322,4204,87402,1742,25,57769,7,1,111493,6278,30065,savings,0.7,1,Transport,Equipment Purchase,transport_worker,1.0,1
6635,5110,23879,202,4,57395,11,2,31170,2365,13147,other,0.2,1,Services,Medical Emergency,daily_laborer,1.0,1
22445,8503,241676,5903,36,320486,23,1,725073,21761,340380,vehicle,0.8,1,Other,Vehicle Purchase,civil_servant,1.0,1
55530,17003,172125,19087,44,232293,33,3,367824,45917,405033,savings,0.7,1,Services,Education,professional,0.135,0
17201,9222,261771,6004,48,309180,9,4,652201,14105,216416,vehicle,0.8,1,Services,Working Capital,civil_servant,1.0,1
4433,3252,10976,1164,10,8618,10,4,12901,0,2345,other,0.2,0,Construction,Other,daily_laborer,0.7188,1
8390,4256,28784,4707,16,220679,18,1,378842,7153,0,none,0.0,1,Transport,Working Capital,transport_worker,1.0,1
24313,13363,60480,8801,25,39368,13,4,57166,24916,55665,property,1.0,1,Retail Trade,Equipment Purchase,micro_entrepreneur,0.2138,1
11383,7125,51789,4599,20,95550,9,3,81294,0,84945,other,0.2,0,Agriculture,Agricultural Input,farmer,1.0,1
27958,16729,176700,9980,17,298731,30,1,453044,0,471906,property,1.0,0,Technology,Business Expansion,micro_entrepreneur,0.66,1
21112,12625,88637,3987,32,293322,34,4,656654,24715,445844,property,1.0,1,Retail Trade,Business Expansion,micro_entrepreneur,1.0,1
13077,9144,32797,1981,34,145114,11,5,280516,0,65803,other,0.2,0,Agriculture,Working Capital,farmer,1.0,1
6302,3684,122547,4166,17,225487,21,5,780878,5032,91988,property,1.0,1,Services,Business Expansion,micro_entrepreneur,1.0,1
